Loan_ID,Bank,Customer_Name,Gender,Married,Dependents,Education,Employment_Status,Applicant_Income,Coapplicant_Income,Loan_Amount,Loan_Term_Months,Credit_History,Property_Area,Age,Loan_Status,CIBIL_Score,Annual_Household_Income,Debt_to_Income_Ratio,Purpose_of_Loan,Existing_EMIs,Number_of_Previous_Loans,Default_History_Count,Employment_Length_Years,Business_Type,Asset_Value,Guarantor,Co-signer_Relationship,Monthly_Expense,Organization_Type,Region_Branch,Mobile_Verified,Email_Verified,Institutional_Relationships,Application_Text,Customer_Feedback,Agent_Notes,Loan_to_Annual_Income,Customer_Sentiment,Religion,State,City,PIN_Code,Aadhaar_Synthetic,Phone_Number,Email,Occupation
118,0,13,1,1,0,1,1,57893,0,461125,24,1,1,39,0,788,694716,0.0,2,0,1,0,3,1,2418472,0,1,21461,4,6,1,0,2,216,0,4,0.664,0,2,4,17,526650,169000000000.0,9728179323,13,0
119,0,18,1,0,0,0,2,90460,31468,1975833,240,1,2,36,0,657,1463136,0.263,3,32012,1,0,3,0,3480287,0,2,44498,2,1,1,1,2,96,0,2,1.35,1,2,6,3,962018,468000000000.0,9150937710,18,0
120,0,38,0,1,1,0,2,3000,0,803228,60,1,0,22,1,675,36000,8.88,1,26640,1,0,0,2,0,0,2,2000,1,1,0,1,1,221,0,1,22.312,2,2,9,12,563748,901000000000.0,9596555535,38,13
121,0,1,0,0,3,1,3,27595,3572,4112244,120,1,1,21,1,672,374004,1.187,3,36987,0,0,0,1,1364091,1,3,5268,0,2,1,1,0,221,1,1,10.995,0,2,7,8,750606,551000000000.0,9357978630,1,1
122,0,30,0,1,0,0,3,6348,0,6681444,360,1,0,23,1,713,76176,4.334,3,27510,1,0,1,1,0,0,4,6348,1,1,1,1,0,221,3,3,87.711,1,1,4,19,368965,506000000000.0,9716493289,30,3
123,0,23,1,1,2,0,2,70367,0,9662481,360,1,0,27,0,680,844404,0.456,3,32079,3,0,0,0,1957704,1,0,32636,4,3,1,1,0,221,1,0,11.443,0,3,4,17,547488,715000000000.0,9321160256,23,5
124,0,4,0,0,0,1,3,13036,3627,1753165,360,1,1,33,1,616,199956,1.885,1,31406,1,0,5,1,501634,0,4,4166,4,5,1,1,2,221,4,3,8.768,1,2,0,23,48405,471000000000.0,9566863341,4,7
125,0,27,1,1,1,1,1,39715,0,3547851,120,1,0,36,0,734,476580,0.152,3,6025,0,0,11,1,1855274,0,3,25374,3,6,1,1,0,106,0,3,7.444,0,1,2,2,348752,159000000000.0,9409836655,27,17
126,0,2,1,0,0,0,1,47474,0,1251789,60,1,0,21,0,639,569688,0.603,0,28633,0,0,0,1,2131642,0,0,4739,0,4,1,0,0,214,0,4,2.197,0,3,5,9,927551,993000000000.0,9772942095,2,7
127,0,27,0,1,1,1,3,8343,0,1337870,60,1,0,31,1,645,100116,2.742,0,22877,2,0,2,1,416645,0,2,2655,1,6,0,1,1,5,0,0,13.363,0,1,5,9,658815,150000000000.0,9302764208,27,13
128,0,24,0,1,2,0,1,25098,0,5406207,300,1,1,26,0,644,301176,0.0,3,0,2,0,0,1,637197,0,1,8112,3,0,1,1,4,134,0,4,17.95,1,2,8,21,334631,757000000000.0,9259047292,24,2
129,0,33,0,1,0,1,2,88024,0,2107245,360,1,2,28,0,606,1056288,0.502,1,44230,1,0,0,3,4373888,0,3,40718,1,1,1,1,2,44,2,2,1.995,1,3,1,25,635544,233000000000.0,9015720185,33,11
130,0,38,0,0,0,1,2,64266,0,5297379,300,1,0,46,0,676,771192,0.033,3,2129,0,0,7,5,2421046,1,4,29410,2,2,1,1,2,221,2,3,6.869,1,2,6,16,545919,630000000000.0,9764750111,38,15
131,0,31,1,1,1,0,2,18689,0,433272,48,1,0,27,1,636,224268,1.527,0,28542,0,0,3,3,1110827,0,2,15773,0,6,1,1,3,221,2,1,1.932,1,2,1,27,559966,831000000000.0,9764921518,31,14
132,0,31,0,0,1,0,1,18715,3615,7823773,300,1,2,32,1,704,267960,0.908,3,20285,0,0,1,1,706040,0,4,17442,3,1,1,0,4,1,3,3,29.198,2,2,7,8,427822,689000000000.0,9292087510,31,17
133,0,39,1,0,3,0,3,12751,0,1909417,300,1,1,36,1,733,153012,1.117,3,14237,1,0,0,1,1370120,0,4,2000,0,6,1,1,4,95,3,4,12.479,2,3,3,11,833520,218000000000.0,9603408487,39,17
134,0,15,1,1,2,1,1,21744,34022,603278,12,1,1,39,0,672,669192,0.485,6,27042,1,0,1,1,1386695,0,4,24764,3,1,1,1,4,1,4,4,0.902,2,1,3,26,443319,586000000000.0,9243298395,15,5
135,0,29,1,0,0,0,1,60739,0,386677,24,1,1,18,0,734,728868,0.055,5,3328,0,0,1,1,2803512,0,2,27009,1,1,1,1,0,191,1,4,0.531,1,3,6,16,782244,962000000000.0,9628314359,29,3
136,0,38,0,1,0,0,3,4891,4430,303506,36,0,1,34,0,597,111852,0.063,0,591,1,0,1,1,0,0,4,7572,4,3,1,0,3,0,4,0,2.713,0,2,3,11,888330,626000000000.0,9186151554,38,17
137,0,1,0,0,0,0,1,63247,7593,1207744,240,0,2,49,0,552,850080,0.216,1,15284,2,0,8,1,2662872,0,2,35341,3,6,1,1,4,215,2,1,1.421,0,2,0,5,385578,16361128497.0,9185948491,1,0
138,0,17,0,1,3,0,1,37434,0,172916,48,0,0,45,0,641,449208,0.179,0,6710,0,1,2,1,1222424,0,0,11517,2,2,1,0,4,0,1,2,0.385,1,2,6,4,574243,626000000000.0,9822269405,17,10
139,0,1,0,1,2,0,0,26101,0,332724,24,1,0,30,0,695,313212,0.0,2,0,0,0,1,1,775724,0,4,10052,3,2,1,1,2,72,1,4,1.062,2,2,3,26,940697,728000000000.0,9146511131,1,14
140,0,24,1,0,3,0,1,26186,0,181219,12,1,0,48,0,642,314232,0.492,4,12875,1,0,4,1,958233,0,4,3127,3,5,1,1,3,1,3,0,0.577,2,2,3,11,991017,149000000000.0,9160930685,24,10
141,0,31,1,1,0,0,1,38286,14288,674466,240,1,1,37,0,683,630888,0.611,3,32146,0,0,3,1,2152437,0,1,16370,1,3,1,1,3,1,0,3,1.069,2,2,5,9,993102,910000000000.0,9506762515,31,10
142,0,31,1,1,0,0,2,3000,0,7782222,360,0,2,27,1,564,36000,0.0,3,0,0,0,0,5,488652,0,1,2000,4,5,1,1,1,0,3,2,216.173,1,2,5,15,962342,447000000000.0,9079705097,31,1
143,0,31,0,1,0,0,1,83264,91286,518900,48,0,1,26,0,522,2094600,0.0,0,0,2,0,0,1,5448797,1,4,75889,3,1,1,1,4,221,2,2,0.248,0,2,9,6,878943,105000000000.0,9882617024,31,10
144,0,25,1,1,0,0,1,33075,0,1981191,120,0,1,38,0,568,396900,0.246,3,8120,2,0,3,1,1573604,1,4,11598,3,5,1,1,2,221,4,0,4.992,0,3,1,25,393971,546000000000.0,9560531340,25,17
145,0,31,1,1,0,0,2,90515,0,5657331,180,0,2,42,1,551,1086180,0.183,3,16542,2,0,7,0,3787904,1,4,32771,1,4,1,1,3,1,1,2,5.208,1,2,7,28,373140,502000000000.0,9568621102,31,17
146,0,2,1,1,1,0,1,79125,0,1263218,180,1,0,45,0,711,949500,0.248,3,19628,0,0,3,1,2659722,1,0,36989,2,4,1,1,0,1,2,3,1.33,2,3,8,10,841976,30569067447.0,9163928234,2,15
147,0,38,0,1,2,0,2,44700,0,3690921,180,1,0,18,0,654,536400,0.0,3,0,0,0,0,4,1773130,0,3,18809,2,2,1,0,4,0,0,4,6.881,1,2,9,24,848860,364000000000.0,9126043260,38,9
148,0,38,1,0,1,0,1,69520,0,175079,12,1,0,41,0,740,834240,0.411,6,28590,1,0,4,1,2133044,0,3,27675,0,5,1,1,1,1,0,3,0.21,2,2,2,2,742872,668000000000.0,9041454563,38,1
149,0,4,1,1,0,0,2,82078,113952,4941593,240,1,1,40,0,683,2352360,0.162,3,31726,2,0,3,1,6707420,0,3,94025,1,2,0,1,0,0,4,2,2.101,2,2,4,17,921803,534749162.0,9475541108,4,17
150,0,18,1,0,0,0,1,54662,0,263722,36,0,1,24,0,580,655944,0.094,5,5112,0,0,0,1,1124159,0,2,32515,4,5,1,1,3,0,2,3,0.402,0,2,8,21,858661,599000000000.0,9291093371,18,8
151,0,27,1,1,0,0,1,29035,0,3489330,300,1,2,44,0,704,348420,0.0,3,0,0,0,0,1,880540,0,3,10494,0,0,1,1,3,1,3,0,10.015,2,1,5,9,415357,547000000000.0,9855716176,27,3
152,0,1,1,0,2,0,2,45863,69187,1095602,360,1,1,39,0,652,1380600,0.164,1,18909,0,0,10,1,4912636,0,3,43875,3,1,0,1,4,215,0,2,0.794,0,2,5,15,19457,294000000000.0,9812786866,1,5
153,0,24,1,0,0,0,1,82034,0,326328,60,1,2,29,0,623,984408,0.039,5,3208,0,0,5,1,2914613,0,1,42622,3,4,0,1,2,221,0,2,0.331,2,2,0,20,123258,29390878844.0,9344812308,24,10
154,0,33,1,0,1,0,1,77573,106595,9201199,300,1,0,33,0,657,2210016,0.142,3,26084,0,0,0,1,6227564,1,4,80184,1,3,1,1,4,0,4,2,4.163,0,3,9,12,748241,242000000000.0,9551842694,33,1
155,0,18,1,1,0,0,1,53917,0,8070591,180,0,2,37,1,662,647004,1.059,3,57073,0,1,5,1,1713738,1,4,23169,3,6,1,1,2,0,1,3,12.474,1,2,4,19,797745,53424089164.0,9983735439,18,13
156,0,31,1,1,1,0,1,53275,21935,690038,36,1,0,53,0,664,902520,0.34,2,25580,0,0,0,1,2776625,1,1,31205,1,5,1,1,1,1,2,2,0.765,0,2,6,4,503390,365000000000.0,9972404226,31,9
157,0,12,2,1,2,1,1,25232,0,180515,36,1,0,18,0,678,302784,1.449,5,36558,1,0,0,1,1049353,0,4,17751,1,6,1,0,1,0,2,2,0.596,1,3,2,2,896477,164000000000.0,9601002314,12,17
158,0,32,1,1,0,1,3,3345,0,65224,24,0,0,42,1,529,40140,11.316,5,37853,1,0,1,1,0,0,4,3198,3,1,1,1,3,0,4,1,1.625,0,2,3,11,812520,18513279724.0,9572308481,32,16
159,0,18,1,1,0,0,1,23065,0,2214884,240,1,1,47,0,635,276780,1.143,3,26355,1,0,0,1,524678,1,1,5932,1,0,1,1,2,0,3,0,8.002,0,2,4,17,760951,842000000000.0,9254361721,18,10
160,0,1,1,0,1,1,1,58019,0,5582155,240,1,0,28,0,609,696228,0.042,3,2412,0,0,2,1,3048867,1,4,19994,3,5,1,1,2,217,4,2,8.018,1,2,2,18,494644,520000000000.0,9859262494,1,12
161,0,17,1,0,0,0,1,10922,14292,498240,48,1,1,35,0,657,302568,0.643,2,16224,0,0,0,1,1081536,0,4,6738,1,0,1,1,1,1,1,3,1.647,2,2,2,18,207838,754000000000.0,9119642152,17,14
162,0,38,0,1,1,0,3,17204,0,1297315,180,1,2,42,0,625,206448,0.012,1,205,1,0,0,1,542074,0,2,14687,0,5,1,1,2,0,4,3,6.284,2,2,7,28,625804,577000000000.0,9788788361,38,11
163,0,4,1,1,0,0,2,31741,0,448837,48,0,2,39,0,575,380892,0.0,4,0,0,0,0,2,1637795,0,2,11348,1,1,1,1,3,168,1,4,1.178,1,2,5,9,799815,314000000000.0,9055247286,4,10
164,0,0,1,1,1,0,1,29358,17446,4609632,300,1,2,39,0,704,561648,0.153,3,7149,3,0,3,1,2421967,0,4,27719,2,0,1,1,4,122,1,3,8.207,0,2,0,20,574074,21260650191.0,9792025213,0,8
165,0,31,1,0,1,0,1,37976,0,906927,360,1,2,36,1,617,455712,0.561,1,21294,2,0,1,1,1533439,0,4,17452,4,1,1,1,2,221,3,1,1.99,0,2,4,19,715758,623000000000.0,9412009282,31,16
166,0,38,1,0,1,1,3,9510,0,3467561,180,0,1,31,1,468,114120,1.491,3,14181,1,0,3,1,0,0,3,9510,1,5,1,1,3,221,0,2,30.385,1,2,7,28,872548,785000000000.0,9623690362,38,4
167,0,24,1,0,1,1,1,38163,33289,140612,48,0,0,40,1,530,857424,0.951,5,67962,0,0,5,1,2626124,0,0,34020,2,2,1,1,2,180,2,2,0.164,2,2,3,11,834926,776000000000.0,9115950342,24,4
168,0,12,0,0,0,1,3,5936,0,3865315,300,0,1,38,1,593,71232,2.211,3,13126,3,0,1,1,232351,1,4,2000,3,5,1,1,4,221,0,1,54.264,0,3,2,2,158715,390000000000.0,9909700514,12,16
169,0,31,1,0,0,0,1,56150,21889,2529882,60,1,1,46,0,605,936468,0.0,1,0,0,0,0,1,1923869,0,2,37475,0,4,1,1,4,215,4,0,2.702,1,2,8,21,368259,684000000000.0,9820967904,31,14
170,0,24,1,1,0,0,2,44672,10878,5958898,360,0,1,35,1,586,666600,0.445,3,24700,1,1,0,1,1908303,0,4,19485,4,2,1,1,4,217,3,0,8.939,1,2,6,16,956933,711000000000.0,9725459606,24,10
171,0,17,1,1,1,0,2,48502,29774,468504,240,1,2,56,0,689,939312,0.0,1,0,1,0,1,1,3268711,0,4,40524,1,3,1,1,1,1,1,4,0.499,0,2,0,23,392892,913000000000.0,9175242149,17,12
172,0,31,1,0,0,0,3,9289,0,536378,12,0,2,32,1,553,111468,2.65,4,24618,0,0,0,1,994496,0,4,2000,3,0,1,1,0,221,0,3,4.812,0,2,8,14,826942,127000000000.0,9546692758,31,1
173,0,1,1,0,2,0,1,5000,0,196263,12,1,2,31,0,640,60000,0.114,5,571,2,0,0,1,287447,1,3,2000,1,2,1,1,0,0,1,0,3.271,2,2,8,14,145858,687000000000.0,9462961367,1,8
174,0,32,1,1,2,0,1,31788,7278,1227711,36,1,2,44,0,644,468792,0.384,0,15014,1,0,1,1,652939,0,4,17558,3,2,1,1,1,2,4,4,2.619,1,2,8,21,692629,787000000000.0,9155973714,32,2
175,0,17,0,1,2,1,1,60452,0,2693644,360,1,0,46,0,623,725424,0.064,1,3893,2,0,1,1,2111241,0,3,23493,4,1,1,1,4,215,4,4,3.713,0,2,4,19,495951,272000000000.0,9730306442,17,8
176,0,24,1,1,0,0,1,89928,0,586757,360,1,1,48,0,715,1079136,0.67,3,60285,2,0,0,1,3222187,0,2,39955,4,5,1,1,4,217,3,2,0.544,1,2,6,3,842642,461000000000.0,9654235677,24,4
177,0,38,1,1,1,0,3,13267,13309,580158,36,1,2,24,0,646,318912,1.441,0,38291,0,0,0,1,1225550,1,2,14100,3,3,1,1,1,221,2,1,1.819,2,2,6,16,89520,660000000000.0,9550272751,38,11
178,0,25,0,0,2,1,2,58219,55846,1773731,180,1,2,38,0,670,1368780,0.362,3,41285,0,0,5,3,5113977,1,2,57782,2,4,1,1,3,0,0,1,1.296,0,3,9,24,9272,72791033682.0,9963533905,25,12
179,0,32,0,0,1,0,1,34349,1205,1590182,120,0,1,18,1,599,426648,0.351,1,12462,1,0,2,1,1555337,0,3,15025,2,5,1,1,2,0,1,4,3.727,1,2,4,22,7400,482000000000.0,9512765289,32,14
180,0,17,1,0,0,0,2,28789,10732,133527,24,1,1,30,0,711,474252,0.735,5,29029,1,0,0,3,930259,1,4,18777,1,1,1,1,4,1,4,4,0.282,1,2,5,1,101978,646000000000.0,9179817890,17,7
181,0,0,1,0,0,0,1,67404,0,199368,60,1,2,30,0,747,808848,0.0,4,0,2,0,3,1,2456191,0,4,26594,4,5,1,1,2,164,3,4,0.246,1,2,7,8,319866,379000000000.0,9053844446,0,10
182,0,4,1,1,0,0,1,56580,0,1084311,240,1,1,26,0,716,678960,0.415,1,23473,0,0,5,1,1899791,0,4,25006,1,3,1,0,1,1,2,2,1.597,2,2,4,22,699082,258955296.0,9386396096,4,17
183,0,18,1,0,0,0,2,51148,5414,292157,60,1,2,35,0,669,678744,0.261,2,14747,0,0,5,1,1891213,0,2,23644,1,5,1,1,0,0,0,3,0.43,0,2,7,8,945359,658000000000.0,9482531106,18,16
184,0,1,0,1,2,0,3,8522,0,80275,60,1,1,35,1,722,102264,5.094,6,43410,0,0,3,1,691917,0,4,3174,0,6,1,1,1,221,0,1,0.785,0,2,3,11,264540,98196027523.0,9343836404,1,8
185,0,29,1,1,0,0,2,74437,0,957628,48,0,2,50,0,555,893244,0.375,0,27883,1,0,1,0,2300500,0,1,28645,2,0,1,1,4,221,2,0,1.072,1,3,6,16,129941,91179112442.0,9117536170,29,11
186,0,24,1,1,0,1,1,75000,0,470717,48,1,0,33,0,790,900000,0.49,0,36773,1,0,1,1,2848527,0,2,41845,2,6,1,0,4,13,4,0,0.523,0,2,2,18,845534,137000000000.0,9901557998,24,16
187,0,38,1,0,2,0,1,28635,0,139709,240,0,2,28,0,604,343620,0.0,1,0,1,2,0,1,1601674,1,3,10674,2,3,1,1,4,0,1,1,0.407,2,2,6,16,572927,414000000000.0,9130523124,38,5
188,0,0,1,0,0,0,1,18061,7377,371895,36,1,2,43,0,649,305256,0.262,5,6667,1,0,6,1,1557815,0,2,2000,2,2,1,1,0,1,0,3,1.218,2,2,1,0,374175,158000000000.0,9346199423,0,6
189,0,13,1,1,0,0,0,26767,7561,5448068,300,1,0,32,0,660,411936,0.0,3,0,0,0,1,1,1634729,0,4,6150,3,0,0,1,1,221,0,1,13.226,1,2,7,28,257825,695000000000.0,9517208496,13,7
190,0,38,0,0,0,1,0,25371,14447,4557441,240,1,1,27,0,609,477816,0.51,3,20303,0,0,5,1,1402263,0,4,17029,1,4,1,1,3,221,2,3,9.538,0,2,3,13,239966,856000000000.0,9355251050,38,1
191,0,1,1,1,2,0,2,67152,0,1191071,360,1,0,36,0,701,805824,0.0,1,0,1,0,3,1,1632007,0,1,40011,4,2,1,1,4,215,2,2,1.478,0,2,0,5,884037,954000000000.0,9849196655,1,9
192,0,1,1,0,0,0,1,16035,0,1760791,240,0,0,43,1,504,192420,0.0,3,0,2,0,3,1,187713,0,4,8231,1,5,1,1,0,0,0,0,9.151,2,2,0,20,881647,770000000000.0,9639040907,1,7
193,0,13,0,0,0,0,1,64258,52425,3945464,360,1,1,37,0,606,1400196,0.284,3,33183,1,0,0,1,3483825,0,0,41981,0,1,1,1,0,111,2,3,2.818,1,2,6,4,710226,88050171644.0,9556185790,13,13
194,0,32,0,1,0,1,1,40747,0,8140024,240,1,0,36,0,723,488964,0.741,3,30204,1,0,13,1,2015218,0,1,22109,2,2,1,1,4,221,1,1,16.647,0,2,9,24,15577,772000000000.0,9563213580,32,0
195,0,24,1,1,2,0,1,38720,50295,381143,12,0,2,43,0,531,1068180,0.125,5,11155,1,0,1,1,3445518,1,2,32585,4,2,1,1,1,221,0,1,0.357,2,2,9,12,862138,104000000000.0,9712529671,24,3
196,0,24,0,1,1,0,2,35625,9904,961374,60,0,2,46,0,491,546348,0.0,0,0,0,0,0,1,2660078,0,4,24343,3,3,1,1,1,0,1,2,1.76,0,2,5,15,294886,977000000000.0,9833117030,24,9
197,0,18,1,1,2,1,1,119153,0,1768274,120,0,2,61,1,384,1429836,0.0,1,0,2,3,0,1,4058029,0,4,46657,4,0,1,0,0,36,4,3,1.237,0,2,1,25,80621,372000000000.0,9812356798,18,9
198,0,13,0,1,0,0,2,77648,0,279140,24,1,0,33,0,640,931776,0.03,5,2305,2,0,1,1,1686154,0,1,33244,1,6,1,1,2,0,0,2,0.3,2,2,7,8,548468,146000000000.0,9072407875,13,5
199,0,18,0,0,0,0,1,74894,60793,362171,12,0,1,18,0,663,1628244,0.0,5,0,0,1,0,1,5224847,0,2,64042,3,5,1,1,4,1,4,4,0.222,1,2,2,7,325135,156000000000.0,9451066343,18,13
200,0,4,1,0,0,0,1,45852,0,712798,36,1,1,37,0,630,550224,0.0,0,0,3,0,1,1,1102471,0,1,26106,3,5,1,1,1,22,1,2,1.295,2,2,6,16,789417,490000000000.0,9009431814,4,10
201,0,3,1,0,2,0,1,82095,0,4856445,120,1,2,28,0,617,985140,0.1,3,8233,1,0,2,1,3296154,1,3,40267,0,6,1,1,2,126,0,1,4.93,0,4,3,13,219241,666000000000.0,9940128974,3,10
202,0,4,0,1,0,0,0,9539,0,382554,36,1,0,33,1,678,114468,1.124,0,10718,1,0,7,1,672285,0,2,3944,0,6,1,1,2,221,2,0,3.342,0,2,6,4,296531,123000000000.0,9412095790,4,6
203,0,17,1,0,0,0,1,27179,0,2846643,240,1,1,45,0,651,326148,0.0,1,0,2,0,6,1,702953,0,4,17682,0,2,0,1,3,221,0,2,8.728,2,2,0,5,347237,101000000000.0,9457758474,17,12
204,0,2,1,0,3,0,2,3000,0,1632186,240,1,0,44,1,679,36000,4.235,1,12705,0,0,3,5,0,0,2,3000,4,5,1,1,0,1,4,2,45.339,2,3,1,0,330489,546000000000.0,9325703965,2,9
205,0,24,0,1,1,0,1,43892,0,386859,24,0,2,35,0,572,526704,0.73,6,32049,3,0,11,1,1281906,0,4,18255,2,3,1,1,1,1,4,1,0.734,1,2,2,2,471328,615000000000.0,9644309859,24,15
206,0,38,0,1,0,0,1,52605,0,816302,180,1,2,31,0,660,631260,0.576,1,30285,1,0,0,1,2719504,0,2,24162,1,6,1,1,0,0,1,3,1.293,2,2,7,28,274529,954000000000.0,9824741407,38,0
207,0,1,0,1,3,0,2,42488,21530,94480,36,0,2,55,0,572,768216,0.083,5,5282,2,0,0,4,2947889,1,4,22952,3,5,1,1,3,0,1,0,0.123,0,2,0,5,54024,911000000000.0,9548821423,1,11
208,0,1,0,1,2,0,1,65997,0,36822,24,1,1,42,0,721,791964,0.344,5,22727,1,0,2,1,1367222,0,4,15537,3,6,1,1,0,219,0,0,0.046,1,2,3,11,998910,431000000000.0,9942965923,1,5
209,0,13,1,0,0,1,1,86670,0,673881,36,1,0,18,0,627,1040040,0.0,0,0,1,0,1,1,2884462,0,0,41794,3,0,1,1,3,0,1,0,0.648,1,2,6,4,734230,834000000000.0,9128758575,13,11
210,0,32,1,1,3,1,1,61706,36525,304338,12,1,1,32,0,690,1178772,0.0,5,0,1,0,0,1,4044630,1,4,40203,0,5,1,0,0,0,4,4,0.258,0,2,1,25,989175,671000000000.0,9852989406,32,17
211,0,4,0,0,2,0,1,69719,0,5789242,180,1,2,35,0,669,836628,0.193,3,13448,1,0,3,1,1970236,1,4,37813,3,6,1,0,0,217,0,1,6.92,1,2,7,8,423638,787000000000.0,9975019803,4,3
212,0,2,1,0,0,0,0,24431,0,1147638,36,1,0,38,0,681,293172,0.0,0,0,0,0,7,1,813184,0,4,6929,2,5,1,1,0,221,0,4,3.915,1,3,6,16,187142,723000000000.0,9029181331,2,6
213,0,9,0,1,1,0,2,56612,67190,5868560,360,1,0,36,0,665,1485624,0.0,3,0,0,0,3,2,5011958,0,2,56283,4,2,1,1,4,217,1,0,3.95,1,3,4,19,811593,760000000000.0,9791620223,9,14
214,0,34,0,0,0,0,1,67738,0,423550,12,0,1,47,0,538,812856,0.1,5,6760,0,0,5,1,2053887,1,3,31225,0,2,1,1,4,221,3,0,0.521,1,1,5,9,593748,838000000000.0,9617662047,34,15
215,0,0,1,0,2,0,1,59497,0,1092383,48,0,2,18,0,599,713964,0.033,0,1986,0,0,1,1,1881594,0,4,29204,4,0,1,0,4,214,0,4,1.53,2,2,3,26,551488,94097052774.0,9025883586,0,3
216,0,31,1,1,0,1,1,20634,0,7202542,360,1,1,34,0,820,247608,0.0,3,0,2,0,1,1,441840,0,3,4995,4,5,1,0,0,0,2,0,29.088,0,2,2,2,565105,260000000000.0,9792988425,31,12
217,0,38,1,0,1,0,1,56031,0,712952,36,1,0,21,0,783,672372,0.208,0,11674,3,0,0,1,2477775,0,4,30103,4,4,1,1,0,23,2,0,1.06,1,2,3,13,233903,610000000000.0,9312661094,38,15
218,0,32,1,1,0,1,2,41652,0,144316,60,1,2,39,0,822,499824,0.927,2,38631,0,0,0,1,1824383,0,1,14813,1,4,0,1,3,221,1,1,0.289,0,2,4,19,440255,176000000000.0,9833477433,32,14
219,0,38,1,1,1,0,1,58117,10481,219505,12,1,0,34,1,730,823176,0.272,4,18690,0,0,2,1,1970707,0,4,30857,0,6,1,1,4,218,2,4,0.267,0,2,7,8,153270,190000000000.0,9152873397,38,3
220,0,22,0,1,0,1,1,49289,14357,621904,36,0,0,25,0,574,763752,0.0,4,0,0,0,2,1,2164178,0,4,23807,2,5,1,1,4,221,3,1,0.814,1,4,8,21,883938,982000000000.0,9411730985,22,16
221,0,0,1,0,0,0,1,40668,0,5146217,300,1,2,25,0,680,488016,0.0,3,0,0,0,0,1,1424019,0,2,26323,3,5,1,1,2,0,3,1,10.545,1,2,0,5,30294,465000000000.0,9846908197,0,5
222,0,9,1,0,2,0,1,37447,7380,729007,36,1,0,22,0,644,537924,0.734,5,32893,1,0,11,1,1707888,0,3,25085,3,2,1,1,4,0,2,3,1.355,1,3,4,17,571639,564000000000.0,9719905169,9,8
223,0,40,0,0,1,1,1,51030,59403,76001,12,0,0,33,0,584,1325196,0.104,5,11527,1,0,3,1,4493530,0,2,49932,1,0,1,1,2,219,1,2,0.057,0,3,5,1,908767,240000000000.0,9300038960,40,4
224,0,24,1,1,1,0,1,53622,0,456192,24,1,2,20,0,828,643464,0.352,2,18851,1,0,0,1,1872990,0,4,26963,2,2,1,1,2,216,4,1,0.709,0,2,1,0,365437,663000000000.0,9535603319,24,16
225,0,32,1,1,0,0,2,41934,0,765766,180,1,2,38,0,663,503208,0.29,1,12169,3,0,7,2,1253742,0,3,19646,4,2,1,1,0,1,4,2,1.522,0,2,0,5,520968,890000000000.0,9055934296,32,6
226,0,31,1,0,1,0,1,55126,49366,916417,60,1,0,35,0,698,1253904,0.527,0,55084,2,0,3,1,3304108,0,0,48298,1,1,1,1,2,214,0,3,0.731,1,2,2,7,279248,115000000000.0,9438458810,31,12
227,0,33,1,1,0,0,2,68466,0,756218,60,1,0,29,0,670,821592,0.368,0,25179,1,0,1,1,2934766,0,4,28861,3,4,1,1,3,25,0,3,0.92,0,3,7,28,281018,413000000000.0,9037710704,33,5
228,0,17,1,1,0,1,1,71067,0,414353,24,0,1,42,1,586,852804,0.0,5,0,1,0,9,1,3319485,0,0,27047,4,0,1,1,1,219,3,2,0.486,1,2,3,26,740671,410000000000.0,9336268040,17,4
229,0,17,1,1,1,1,0,3000,0,2882679,300,1,1,38,1,643,36000,1.668,3,5005,0,0,3,1,0,0,4,2000,3,0,1,0,1,0,0,3,80.074,1,2,8,14,829371,955000000000.0,9864876998,17,5
230,0,1,0,0,1,0,1,55041,0,4827338,360,1,0,43,1,672,660492,0.0,3,0,0,0,0,1,1801671,0,2,23731,3,2,0,1,3,217,0,2,7.309,2,2,6,4,509809,732000000000.0,9609454490,1,15
231,0,2,1,0,0,0,1,65389,33483,1865495,240,1,2,39,0,715,1186464,0.353,1,34858,0,0,1,1,4252662,0,1,45754,4,0,1,1,2,221,1,3,1.572,0,3,9,24,732583,543000000000.0,9836091498,2,1
232,0,33,0,0,0,0,1,68665,0,930231,36,0,2,27,0,540,823980,0.207,0,14215,0,0,2,1,2379867,0,3,25248,4,2,1,1,3,0,3,2,1.129,1,3,2,18,183500,244000000000.0,9102879508,33,10
233,0,30,1,0,1,0,1,85104,0,4749210,300,0,1,33,1,530,1021248,0.193,3,16390,0,0,0,1,4080634,0,4,41630,0,2,1,0,4,1,3,0,4.65,0,1,4,19,497399,441000000000.0,9718133595,30,11
234,0,17,0,1,1,0,1,44299,52074,387132,24,1,0,47,0,669,1156476,0.284,5,27401,0,0,2,1,3854803,0,2,43894,3,5,1,1,0,0,4,0,0.335,1,2,2,7,339874,642000000000.0,9902504290,17,15
235,0,7,1,1,1,0,2,112331,0,377248,24,0,0,22,1,457,1347972,0.177,5,19844,2,2,1,5,4309660,0,2,59723,4,1,1,1,2,219,1,3,0.28,0,1,3,11,439337,589000000000.0,9139898681,7,3
236,0,4,1,1,1,0,2,82090,0,184882,360,0,1,30,0,571,985080,0.178,3,14639,0,0,1,3,2801005,1,4,29305,3,3,1,1,2,94,3,3,0.188,1,2,4,19,869219,789000000000.0,9537513765,4,8
